,file_name,height,id,license,width,category_id,institution_id
48281,images/418/94/1186530.jpg,1000,1186530,0,676,41894,0
27691,images/612/17/563330.jpg,1000,563330,0,683,61217,0
12092,images/101/65/1155393.jpg,1000,1155393,0,681,10165,0
22492,images/586/62/224189.jpg,1000,224189,0,678,58662,0
16952,images/178/00/1111354.jpg,1000,1111354,0,666,17800,0
22688,images/570/51/789002.jpg,1000,789002,0,681,57051,0
5135,images/003/83/1984873.jpg,1000,1984873,0,739,383,3
34738,images/172/39/1961368.jpg,1000,1961368,2,565,17239,4
4035,images/025/78/256203.jpg,1000,256203,0,676,2578,0
4134,images/303/18/804322.jpg,1000,804322,0,681,30318,0
17915,images/219/63/1525715.jpg,1000,1525715,0,683,21963,0
7347,images/253/87/755132.jpg,1000,755132,0,666,25387,0
6146,images/023/37/1788695.jpg,1000,1788695,0,681,2337,0
45540,images/416/59/577379.jpg,1000,577379,0,666,41659,0
16206,images/077/66/957375.jpg,1000,957375,0,681,7766,0
24001,images/030/51/1428900.jpg,1000,1428900,0,666,3051,0
16775,images/467/96/225436.jpg,1000,225436,0,676,46796,0
11814,images/604/16/2054284.jpg,1000,2054284,0,671,60416,0
12970,images/437/36/1258623.jpg,1000,1258623,0,681,43736,0
48837,images/464/31/1998865.jpg,1000,1998865,0,675,46431,0
35636,images/148/13/631453.jpg,1000,631453,0,739,14813,3
13412,images/303/56/1003432.jpg,1000,1003432,1,747,30356,2
48470,images/048/68/921694.jpg,1000,921694,0,676,4868,0
21124,images/127/95/1410855.jpg,1000,1410855,1,666,12795,2
45448,images/516/51/1960021.jpg,1000,1960021,0,680,51651,0
22385,images/524/51/1004092.jpg,1000,1004092,0,681,52451,0
36509,images/086/72/695100.jpg,1000,695100,0,666,8672,0
20330,images/091/27/2237958.jpg,1000,2237958,0,678,9127,0
10027,images/259/29/1444276.jpg,1000,1444276,0,678,25929,0
10191,images/061/73/420112.jpg,1000,420112,0,666,6173,0
44319,images/292/83/798959.jpg,1000,798959,0,703,29283,0
31203,images/466/83/1769743.jpg,1000,1769743,2,563,46683,4
22313,images/219/63/829955.jpg,1000,829955,0,683,21963,0
41013,images/443/00/2145476.jpg,1000,2145476,0,681,44300,0
32322,images/476/21/2227673.jpg,1000,2227673,0,666,47621,0
15530,images/224/13/1919326.jpg,1000,1919326,0,681,22413,0
45730,images/558/23/1263522.jpg,1000,1263522,0,666,55823,0
29120,images/562/41/1916723.jpg,1000,1916723,0,683,56241,0
45700,images/392/81/648631.jpg,1000,648631,0,666,39281,0
35983,images/024/42/1350933.jpg,1000,1350933,0,676,2442,0
46063,images/635/97/1208584.jpg,1000,1208584,0,666,63597,0
45217,images/073/44/1233969.jpg,1000,1233969,0,676,7344,0
5769,images/215/02/1371208.jpg,1000,1371208,0,664,21502,0
43497,images/248/13/48817.jpg,1000,48817,0,666,24813,0
46899,images/595/82/611773.jpg,1000,611773,0,675,59582,0
13181,images/230/33/643405.jpg,1000,643405,0,675,23033,0
21071,images/321/93/1784901.jpg,1000,1784901,0,675,32193,0
32492,images/453/21/671575.jpg,1000,671575,0,680,45321,0
48747,images/585/06/1109044.jpg,1000,1109044,0,671,58506,0
42069,images/261/98/488532.jpg,1000,488532,0,681,26198,0
28589,images/490/24/2212128.jpg,1000,2212128,1,747,49024,2
8718,images/152/17/1935536.jpg,1000,1935536,0,675,15217,0
23596,images/207/30/651327.jpg,1000,651327,0,666,20730,0
23994,images/179/65/942495.jpg,1000,942495,0,675,17965,0
36733,images/344/97/1804185.jpg,1000,1804185,0,681,34497,0
47942,images/641/98/558910.jpg,1000,558910,0,675,64198,0
38165,images/532/34/1471791.jpg,1000,1471791,0,681,53234,0
30716,images/030/61/86518.jpg,1000,86518,0,683,3061,0
1448,images/544/31/1760887.jpg,1000,1760887,0,683,54431,0
39325,images/221/20/386552.jpg,1000,386552,0,666,22120,0
48873,images/100/30/706733.jpg,1000,706733,0,681,10030,0
22796,images/405/28/1800861.jpg,1000,1800861,0,758,40528,3
47315,images/420/14/1569699.jpg,1000,1569699,0,666,42014,0
23819,images/172/63/1676834.jpg,1000,1676834,0,676,17263,0
38759,images/332/61/1681148.jpg,1000,1681148,0,675,33261,0
22314,images/542/86/2236452.jpg,1000,2236452,0,716,54286,3
18629,images/111/95/257855.jpg,1000,257855,0,681,11195,0
15983,images/021/42/1586720.jpg,1000,1586720,0,678,2142,0
3763,images/551/65/710096.jpg,1000,710096,0,669,55165,0
35170,images/178/85/2237498.jpg,1000,2237498,0,739,17885,3
7737,images/438/76/1581792.jpg,1000,1581792,0,676,43876,0
12424,images/463/76/311366.jpg,1000,311366,0,678,46376,0
46375,images/390/42/1744082.jpg,1000,1744082,0,678,39042,0
21614,images/429/56/1125893.jpg,1000,1125893,0,678,42956,0
4548,images/188/92/2082953.jpg,1000,2082953,1,747,18892,2
48372,images/159/76/800726.jpg,1000,800726,1,696,15976,2
20980,images/536/60/1855780.jpg,1000,1855780,0,675,53660,0
43362,images/318/86/872964.jpg,1000,872964,0,678,31886,0
33361,images/085/32/1040453.jpg,1000,1040453,0,676,8532,0
6374,images/520/95/2140198.jpg,1000,2140198,0,675,52095,0
37034,images/429/25/630310.jpg,1000,630310,0,666,42925,0
8096,images/549/91/1192085.jpg,1000,1192085,0,680,54991,0
32455,images/489/59/229150.jpg,1000,229150,0,676,48959,0
25187,images/226/78/693801.jpg,1000,693801,0,680,22678,0
29240,images/082/18/1741436.jpg,1000,1741436,0,666,8218,0
16252,images/149/66/1456952.jpg,1000,1456952,0,666,14966,0
28770,images/227/76/176889.jpg,1000,176889,0,680,22776,0
12385,images/506/08/1320744.jpg,1000,1320744,0,680,50608,0
6814,images/172/04/2121429.jpg,1000,2121429,0,675,17204,0
25661,images/009/86/853255.jpg,1000,853255,0,678,986,0
46579,images/579/57/350508.jpg,1000,350508,0,674,57957,0
18369,images/510/69/2101866.jpg,1000,2101866,0,668,51069,0
40437,images/097/21/677128.jpg,1000,677128,0,681,9721,0
37107,images/394/43/394353.jpg,1000,394353,0,666,39443,0
27941,images/175/79/543163.jpg,1000,543163,1,747,17579,2
3666,images/246/54/815342.jpg,1000,815342,0,680,24654,0
46338,images/452/72/1891638.jpg,1000,1891638,0,683,45272,0
14858,images/128/42/303847.jpg,1000,303847,1,747,12842,2
26871,images/225/45/853031.jpg,1000,853031,0,681,22545,0
1986,images/365/47/1947794.jpg,1000,1947794,0,739,36547,3
25417,images/127/34/2042180.jpg,1000,2042180,0,681,12734,0
41361,images/236/24/1470186.jpg,1000,1470186,0,739,23624,3
26444,images/125/09/2163012.jpg,1000,2163012,0,680,12509,0
28686,images/423/64/1320747.jpg,1000,1320747,0,680,42364,0
23842,images/536/04/350028.jpg,1000,350028,1,751,53604,2
16258,images/614/70/1078188.jpg,1000,1078188,0,676,61470,0
11253,images/468/48/1164801.jpg,1000,1164801,0,677,46848,0
37443,images/555/65/1609178.jpg,1000,1609178,0,681,55565,0
3748,images/576/54/411835.jpg,1000,411835,0,666,57654,0
21608,images/084/56/868839.jpg,1000,868839,2,560,8456,4
18911,images/169/44/339484.jpg,1000,339484,1,747,16944,2
15578,images/021/79/1678388.jpg,1000,1678388,0,681,2179,0
40448,images/319/88/717204.jpg,1000,717204,0,671,31988,0
37593,images/184/71/1463810.jpg,1000,1463810,0,680,18471,0
29286,images/292/04/1738542.jpg,1000,1738542,0,669,29204,0
26922,images/032/10/1933844.jpg,1000,1933844,0,676,3210,0
15287,images/046/26/1099502.jpg,1000,1099502,0,681,4626,0
32620,images/446/97/1500261.jpg,1000,1500261,0,666,44697,0
32825,images/021/79/943728.jpg,1000,943728,0,678,2179,0
20016,images/447/99/1228789.jpg,1000,1228789,0,668,44799,0
36409,images/265/78/78993.jpg,1000,78993,0,666,26578,0
44385,images/129/85/2217641.jpg,1000,2217641,0,676,12985,0
7393,images/132/84/1947573.jpg,1000,1947573,0,675,13284,0
44188,images/119/09/2005897.jpg,1000,2005897,0,666,11909,0
32614,images/519/64/1948185.jpg,1000,1948185,0,671,51964,0
38745,images/141/40/1300490.jpg,1000,1300490,0,678,14140,0
17197,images/374/32/1442320.jpg,1000,1442320,0,675,37432,0
4320,images/123/81/506981.jpg,1000,506981,2,567,12381,4
21211,images/393/17/1717371.jpg,1000,1717371,0,681,39317,0
28348,images/613/38/932530.jpg,1000,932530,0,671,61338,0
16614,images/003/44/1761731.jpg,1000,1761731,0,739,344,3
9712,images/524/98/1194032.jpg,1000,1194032,0,669,52498,0
5690,images/021/88/1841907.jpg,1000,1841907,0,678,2188,0
1137,images/254/84/250269.jpg,1000,250269,0,673,25484,0
47403,images/051/30/598733.jpg,1000,598733,0,683,5130,0
42431,images/412/27/630813.jpg,1000,630813,0,683,41227,0
29978,images/638/13/2061003.jpg,1000,2061003,0,676,63813,0
45710,images/558/25/338907.jpg,1000,338907,0,680,55825,0
4318,images/384/14/1163837.jpg,1000,1163837,0,700,38414,0
30157,images/075/64/694054.jpg,1000,694054,0,675,7564,0
44361,images/505/12/839929.jpg,1000,839929,0,676,50512,0
12953,images/392/74/2037864.jpg,1000,2037864,1,747,39274,2
32853,images/519/68/870662.jpg,1000,870662,0,739,51968,3
6787,images/493/26/1813361.jpg,1000,1813361,0,666,49326,0
23724,images/498/48/1038046.jpg,1000,1038046,0,671,49848,0
31049,images/606/88/394272.jpg,1000,394272,0,674,60688,0
39768,images/293/81/2193403.jpg,1000,2193403,0,675,29381,0
37839,images/078/49/678475.jpg,1000,678475,0,666,7849,0
16808,images/621/07/462375.jpg,1000,462375,0,666,62107,0
3746,images/242/73/748470.jpg,1000,748470,0,676,24273,0
38431,images/347/15/1961877.jpg,1000,1961877,0,676,34715,0
12454,images/016/95/779542.jpg,1000,779542,0,676,1695,0
35586,images/426/32/1398753.jpg,1000,1398753,0,694,42632,0
48140,images/563/57/424757.jpg,1000,424757,0,666,56357,0
2819,images/292/57/393200.jpg,1000,393200,0,729,29257,3
39620,images/246/14/892725.jpg,1000,892725,0,681,24614,0
26282,images/559/88/981097.jpg,1000,981097,0,671,55988,0
9690,images/302/63/1417941.jpg,1000,1417941,0,681,30263,0
23154,images/488/19/1296252.jpg,1000,1296252,0,676,48819,0
20700,images/228/39/622447.jpg,1000,622447,0,678,22839,0
21792,images/527/40/724378.jpg,1000,724378,0,680,52740,0
19645,images/213/49/1673385.jpg,1000,1673385,0,739,21349,3
738,images/532/11/209795.jpg,1000,209795,0,681,53211,0
46924,images/111/53/1371982.jpg,1000,1371982,0,681,11153,0
31142,images/061/65/345334.jpg,1000,345334,0,660,6165,0
11920,images/239/16/1505712.jpg,1000,1505712,0,666,23916,0
6152,images/416/45/1600676.jpg,1000,1600676,0,683,41645,0
7580,images/434/25/673763.jpg,1000,673763,1,751,43425,2
4226,images/540/75/1161811.jpg,1000,1161811,2,565,54075,4
43175,images/014/53/1867408.jpg,1000,1867408,0,681,1453,0
796,images/103/15/897228.jpg,1000,897228,0,681,10315,0
393,images/124/12/923599.jpg,1000,923599,0,676,12412,0
20703,images/100/20/1084153.jpg,1000,1084153,0,681,10020,0
36322,images/288/16/595727.jpg,1000,595727,0,671,28816,0
47193,images/533/56/1578572.jpg,1000,1578572,0,676,53356,0
5021,images/000/27/210370.jpg,1000,210370,0,666,27,0
11484,images/376/49/788585.jpg,1000,788585,0,677,37649,0
28376,images/532/44/1984426.jpg,1000,1984426,0,681,53244,0
8116,images/250/01/1254032.jpg,1000,1254032,0,666,25001,0
45430,images/087/29/968740.jpg,1000,968740,0,666,8729,0
8293,images/479/59/168769.jpg,1000,168769,0,671,47959,0
45322,images/277/54/1424217.jpg,1000,1424217,1,747,27754,2
33845,images/246/40/1778779.jpg,1000,1778779,0,666,24640,0
32164,images/534/18/1076894.jpg,1000,1076894,0,666,53418,0
15002,images/236/20/865751.jpg,1000,865751,0,739,23620,3
31116,images/416/47/1715851.jpg,1000,1715851,0,666,41647,0
44787,images/193/39/1153740.jpg,1000,1153740,0,681,19339,0
27574,images/431/15/1901085.jpg,1000,1901085,0,676,43115,0
19161,images/112/60/779064.jpg,1000,779064,0,678,11260,0
15834,images/303/93/355802.jpg,1000,355802,0,666,30393,0
1868,images/001/48/166621.jpg,1000,166621,0,681,148,0
44409,images/541/45/798021.jpg,1000,798021,0,675,54145,0
36978,images/452/72/320162.jpg,1000,320162,0,683,45272,0
37230,images/341/03/927427.jpg,1000,927427,0,666,34103,0
45883,images/222/80/1675633.jpg,1000,1675633,0,739,22280,3
11531,images/256/70/2079125.jpg,1000,2079125,0,676,25670,0
26280,images/210/42/1777794.jpg,1000,1777794,0,678,21042,0
8785,images/169/90/1607007.jpg,1000,1607007,0,732,16990,0
47506,images/101/91/1848497.jpg,1000,1848497,0,681,10191,0
27211,images/113/80/94756.jpg,1000,94756,2,578,11380,4
22420,images/581/34/373876.jpg,1000,373876,0,666,58134,0
15587,images/175/29/80493.jpg,1000,80493,0,683,17529,0
38709,images/206/34/2151465.jpg,1000,2151465,0,674,20634,0
13116,images/048/09/1719356.jpg,1000,1719356,0,678,4809,0
43147,images/480/22/745523.jpg,1000,745523,0,676,48022,0
41089,images/246/50/55019.jpg,1000,55019,0,666,24650,0
41758,images/053/13/1468499.jpg,1000,1468499,0,674,5313,0
9201,images/627/46/1959344.jpg,1000,1959344,0,676,62746,0
20001,images/270/27/1817611.jpg,1000,1817611,2,566,27027,4
41502,images/224/63/1069022.jpg,1000,1069022,0,666,22463,0
7519,images/531/36/1564923.jpg,1000,1564923,0,683,53136,0
6629,images/037/50/1391192.jpg,1000,1391192,0,683,3750,0
48153,images/470/91/799043.jpg,1000,799043,0,680,47091,0
43647,images/472/11/2077192.jpg,1000,2077192,0,666,47211,0
12750,images/623/07/1198842.jpg,1000,1198842,1,747,62307,2
8146,images/202/34/1465852.jpg,1000,1465852,0,678,20234,0
36935,images/352/85/1941237.jpg,1000,1941237,2,568,35285,4
26418,images/519/07/2035140.jpg,1000,2035140,0,681,51907,0
15023,images/504/82/265624.jpg,1000,265624,0,675,50482,0
43679,images/347/52/779654.jpg,1000,779654,0,680,34752,0
46912,images/014/63/1065548.jpg,1000,1065548,0,681,1463,0
28644,images/108/40/677133.jpg,1000,677133,0,681,10840,0
15968,images/440/49/2177679.jpg,1000,2177679,0,681,44049,0
28914,images/531/77/2179972.jpg,1000,2179972,0,681,53177,0
44229,images/206/33/1129558.jpg,1000,1129558,0,666,20633,0
27412,images/209/68/922685.jpg,1000,922685,0,676,20968,0
19022,images/612/34/2059533.jpg,1000,2059533,0,678,61234,0
10739,images/516/83/1440548.jpg,1000,1440548,0,743,51683,3
6447,images/026/00/1512726.jpg,1000,1512726,0,666,2600,0
211,images/469/61/1689826.jpg,1000,1689826,0,666,46961,0
2139,images/553/08/1531893.jpg,1000,1531893,1,747,55308,2
30446,images/197/69/529542.jpg,1000,529542,0,680,19769,0
18000,images/511/45/1640297.jpg,1000,1640297,0,666,51145,0
34554,images/050/99/1655810.jpg,1000,1655810,0,680,5099,0
14405,images/483/07/1371154.jpg,1000,1371154,0,670,48307,0
6467,images/051/60/1429918.jpg,1000,1429918,0,678,5160,0
37618,images/041/95/1832242.jpg,1000,1832242,0,634,4195,1
7290,images/214/98/767468.jpg,1000,767468,0,666,21498,0
43220,images/303/77/2223923.jpg,1000,2223923,0,674,30377,0
47779,images/110/94/468466.jpg,1000,468466,0,680,11094,0
9130,images/043/06/1683247.jpg,1000,1683247,0,678,4306,0
38734,images/508/63/1745532.jpg,1000,1745532,0,678,50863,0
29343,images/213/64/1824153.jpg,1000,1824153,0,739,21364,3
38835,images/465/10/673304.jpg,1000,673304,0,666,46510,0
1307,images/380/95/1823459.jpg,1000,1823459,0,681,38095,0
49731,images/395/48/1975870.jpg,1000,1975870,0,666,39548,0
4753,images/417/13/1080361.jpg,1000,1080361,2,560,41713,4
941,images/308/86/1214471.jpg,1000,1214471,1,751,30886,2
10039,images/458/31/489015.jpg,1000,489015,0,678,45831,0
39884,images/629/05/1255927.jpg,1000,1255927,0,683,62905,0
46170,images/562/07/1901879.jpg,1000,1901879,0,683,56207,0
22480,images/425/33/2086424.jpg,1000,2086424,0,751,42533,1
25720,images/368/79/594682.jpg,1000,594682,0,681,36879,0
41915,images/433/06/1806805.jpg,1000,1806805,0,666,43306,0
808,images/518/62/1041031.jpg,1000,1041031,2,574,51862,4
16228,images/471/94/606113.jpg,1000,606113,0,676,47194,0
13134,images/079/92/1725343.jpg,1000,1725343,0,680,7992,0
5779,images/558/42/460941.jpg,1000,460941,0,671,55842,0
28446,images/574/86/1661407.jpg,1000,1661407,0,666,57486,0
24612,images/530/26/627629.jpg,1000,627629,0,678,53026,0
26289,images/059/54/212059.jpg,1000,212059,0,676,5954,0
42545,images/236/02/1384379.jpg,1000,1384379,0,739,23602,3
46380,images/627/94/179664.jpg,1000,179664,0,676,62794,0
33928,images/002/07/1151462.jpg,1000,1151462,0,739,207,3
24053,images/002/80/1035506.jpg,1000,1035506,0,739,280,3
32619,images/057/01/50545.jpg,1000,50545,0,672,5701,0
12532,images/478/76/650100.jpg,1000,650100,0,681,47876,0
1214,images/261/19/82033.jpg,1000,82033,0,681,26119,0
44398,images/078/49/1758003.jpg,1000,1758003,0,666,7849,0
8919,images/151/36/773699.jpg,1000,773699,0,675,15136,0
41370,images/036/06/1554480.jpg,1000,1554480,0,678,3606,0
7795,images/208/92/887954.jpg,1000,887954,0,676,20892,0
32151,images/213/04/395434.jpg,1000,395434,0,675,21304,0
33747,images/600/98/2240132.jpg,1000,2240132,0,681,60098,0
48516,images/411/92/198381.jpg,1000,198381,0,683,41192,0
28399,images/616/37/1911581.jpg,1000,1911581,0,680,61637,0
196,images/099/95/1060868.jpg,1000,1060868,0,681,9995,0
35181,images/376/55/1092883.jpg,1000,1092883,0,681,37655,0
43493,images/595/82/852698.jpg,1000,852698,0,666,59582,0
21974,images/509/78/370144.jpg,1000,370144,0,666,50978,0
25082,images/269/37/2182166.jpg,1000,2182166,1,751,26937,2
33273,images/509/80/1571540.jpg,1000,1571540,0,680,50980,0
29064,images/203/28/1511626.jpg,1000,1511626,1,701,20328,2
24639,images/188/13/1225765.jpg,1000,1225765,0,680,18813,0
32033,images/043/64/70507.jpg,1000,70507,0,666,4364,0
646,images/284/70/2157635.jpg,1000,2157635,1,751,28470,2
11970,images/103/16/1397846.jpg,1000,1397846,0,681,10316,0
13639,images/175/36/1639113.jpg,1000,1639113,0,683,17536,0
5803,images/138/58/268835.jpg,1000,268835,0,681,13858,0
38053,images/175/63/657141.jpg,1000,657141,0,678,17563,0
10471,images/102/16/830567.jpg,1000,830567,0,681,10216,0
23801,images/202/69/801333.jpg,1000,801333,1,666,20269,2
48795,images/524/72/1015451.jpg,1000,1015451,0,669,52472,0
26720,images/567/49/1744367.jpg,1000,1744367,0,681,56749,0
18134,images/168/57/154971.jpg,1000,154971,0,739,16857,3
14189,images/574/23/550696.jpg,1000,550696,0,676,57423,0
9349,images/428/43/1759021.jpg,1000,1759021,0,666,42843,0
37995,images/262/26/1821942.jpg,1000,1821942,0,675,26226,0
1617,images/314/82/1661094.jpg,1000,1661094,0,676,31482,0
46135,images/312/53/1618568.jpg,1000,1618568,1,751,31253,2
34911,images/612/89/165142.jpg,1000,165142,0,681,61289,0
36664,images/630/89/1474927.jpg,1000,1474927,0,674,63089,0
3435,images/075/52/1456547.jpg,1000,1456547,0,676,7552,0
27901,images/283/07/1721375.jpg,1000,1721375,0,673,28307,0
41257,images/474/59/1302107.jpg,1000,1302107,1,751,47459,2
43438,images/507/78/796414.jpg,1000,796414,0,730,50778,3
48350,images/290/06/942529.jpg,1000,942529,0,673,29006,0
45454,images/007/47/1945391.jpg,1000,1945391,0,666,747,0
16827,images/129/13/1173587.jpg,1000,1173587,0,698,12913,0
23639,images/206/83/52791.jpg,1000,52791,0,675,20683,0
590,images/123/44/1243604.jpg,1000,1243604,0,674,12344,0
28192,images/199/51/1173526.jpg,1000,1173526,0,683,19951,0
48438,images/434/05/92229.jpg,1000,92229,0,666,43405,0
16605,images/284/19/1749687.jpg,1000,1749687,0,666,28419,0
43519,images/551/79/1928433.jpg,1000,1928433,0,675,55179,0
2246,images/252/29/665283.jpg,1000,665283,1,666,25229,2
13142,images/078/07/1635210.jpg,1000,1635210,0,668,7807,0
17218,images/503/49/167613.jpg,1000,167613,0,666,50349,0
1434,images/175/99/899489.jpg,1000,899489,0,680,17599,0
33738,images/273/44/1448849.jpg,1000,1448849,0,666,27344,0
39905,images/262/32/776874.jpg,1000,776874,0,675,26232,0
26126,images/571/69/803876.jpg,1000,803876,0,666,57169,0
32778,images/511/86/167400.jpg,1000,167400,0,680,51186,0
31864,images/125/41/2175893.jpg,1000,2175893,0,680,12541,0
22843,images/236/66/362568.jpg,1000,362568,0,739,23666,3
16898,images/583/76/2143243.jpg,1000,2143243,0,666,58376,0
28654,images/046/26/800736.jpg,1000,800736,0,681,4626,0
15006,images/393/03/365063.jpg,1000,365063,0,681,39303,0
5302,images/131/12/711453.jpg,1000,711453,0,683,13112,0
42444,images/412/99/1816598.jpg,1000,1816598,1,747,41299,2
1540,images/003/16/498984.jpg,1000,498984,0,739,316,3
9543,images/505/88/446872.jpg,1000,446872,0,739,50588,3
8448,images/439/68/1917005.jpg,1000,1917005,0,676,43968,0
18842,images/613/01/820187.jpg,1000,820187,0,666,61301,0
1625,images/096/52/1629947.jpg,1000,1629947,0,666,9652,0
12764,images/364/83/1189621.jpg,1000,1189621,0,702,36483,0
32997,images/564/96/1948926.jpg,1000,1948926,0,681,56496,0
12361,images/612/82/1978827.jpg,1000,1978827,0,680,61282,0
27245,images/644/37/1159178.jpg,1000,1159178,0,676,64437,0
14684,images/440/40/884356.jpg,1000,884356,1,747,44040,2
4210,images/431/77/1333624.jpg,1000,1333624,0,676,43177,0
14836,images/002/20/1859936.jpg,1000,1859936,0,739,220,3
8642,images/459/46/1428913.jpg,1000,1428913,0,690,45946,0
43699,images/322/58/863869.jpg,1000,863869,0,739,32258,3
43643,images/135/50/1463202.jpg,1000,1463202,0,692,13550,0
43477,images/260/09/1705545.jpg,1000,1705545,2,570,26009,4
49895,images/497/00/562474.jpg,1000,562474,0,681,49700,0
3290,images/326/71/1899299.jpg,1000,1899299,0,666,32671,0
35048,images/512/60/1870643.jpg,1000,1870643,0,675,51260,0
48338,images/483/99/1198234.jpg,1000,1198234,0,678,48399,0
32914,images/471/14/839063.jpg,1000,839063,0,676,47114,0
39168,images/331/17/917689.jpg,1000,917689,0,673,33117,0
17157,images/601/20/182875.jpg,1000,182875,1,747,60120,2
42203,images/167/56/11420.jpg,1000,11420,0,687,16756,0
36667,images/077/22/1812053.jpg,1000,1812053,0,739,7722,3
29713,images/227/28/1646948.jpg,1000,1646948,0,671,22728,0
19786,images/628/04/2096814.jpg,1000,2096814,0,680,62804,0
226,images/483/72/354007.jpg,1000,354007,0,666,48372,0
49521,images/103/16/1890397.jpg,1000,1890397,0,681,10316,0
28226,images/178/76/738881.jpg,1000,738881,0,666,17876,0
24466,images/574/86/2203427.jpg,1000,2203427,0,666,57486,0
35436,images/318/93/679529.jpg,1000,679529,0,683,31893,0
23854,images/286/45/1985397.jpg,1000,1985397,0,675,28645,0
44315,images/631/97/1199468.jpg,1000,1199468,0,676,63197,0
32642,images/388/22/2203198.jpg,1000,2203198,0,676,38822,0
3301,images/221/76/953679.jpg,1000,953679,0,666,22176,0
10725,images/044/03/962203.jpg,1000,962203,0,707,4403,3
45391,images/043/91/2093212.jpg,1000,2093212,0,666,4391,0
15854,images/184/61/1832694.jpg,1000,1832694,0,666,18461,0
45879,images/547/77/1355987.jpg,1000,1355987,0,676,54777,0
42497,images/555/82/1246235.jpg,1000,1246235,0,680,55582,0
21367,images/303/40/214761.jpg,1000,214761,0,674,30340,0
5366,images/466/41/1595454.jpg,1000,1595454,0,676,46641,0
27835,images/235/01/1365339.jpg,1000,1365339,0,681,23501,0
32268,images/345/44/784447.jpg,1000,784447,0,681,34544,0
46655,images/247/96/401807.jpg,1000,401807,0,675,24796,0
26331,images/555/81/723582.jpg,1000,723582,0,680,55581,0
33346,images/423/43/1519192.jpg,1000,1519192,0,680,42343,0
26439,images/358/06/2039732.jpg,1000,2039732,1,747,35806,2
9926,images/184/53/1435116.jpg,1000,1435116,0,733,18453,0
39334,images/061/00/2072677.jpg,1000,2072677,0,710,6100,1
3533,images/188/50/1306125.jpg,1000,1306125,0,676,18850,0
35861,images/031/21/233549.jpg,1000,233549,0,681,3121,0
35802,images/440/55/247341.jpg,1000,247341,0,681,44055,0
24759,images/341/32/1962859.jpg,1000,1962859,0,676,34132,0
26591,images/291/65/213560.jpg,1000,213560,0,675,29165,0
37522,images/519/50/220740.jpg,1000,220740,0,666,51950,0
